"","ASR","category","type","rankings","iso","name"
"469",4.6,"thyroid","incidence",39,"ARG","Argentina"
"470",10.4,"stomach","incidence",39,"ROU","Romania"
"471",10.4,"stomach","incidence",39,"SVN","Slovenia"
"472",25.6,"colorectum","incidence",39,"JOR","Jordan"
"473",11.2,"colorectum","mortality",39,"LUX","Luxembourg"
"474",63,"breast","incidence",40,"KAZ","Kazakhstan"
"475",27.3,"lung","incidence",40,"CHE","Switzerland"
"476",8.8,"liver","incidence",40,"NCL","New Caledonia"
"477",8.9,"liver","mortality",40,"KEN","Kenya"
"478",4.5,"thyroid","incidence",40,"TLS","Timor-Leste"
"479",4.5,"thyroid","incidence",40,"JOR","Jordan"
"480",4.5,"thyroid","incidence",40,"MDA","Republic of Moldova"
"481",4.5,"thyroid","incidence",40,"UKR","Ukraine"
"482",4.5,"thyroid","incidence",40,"DEU","Germany"
"483",8.9,"stomach","mortality",40,"KEN","Kenya"
"484",25,"colorectum","incidence",40,"USA","United States of America"
"485",25,"colorectum","incidence",40,"BRN","Brunei Darussalam"
"486",11.1,"colorectum","mortality",40,"ARM","Armenia"
"487",11.1,"colorectum","mortality",40,"ISR","Israel"
"488",61,"breast","incidence",41,"JOR","Jordan"
"489",27,"lung","incidence",41,"AUS","Australia"
"490",22.1,"lung","mortality",41,"BLR","Belarus"
"491",8.5,"liver","incidence",41,"COG","Congo"
"492",8.5,"liver","incidence",41,"MDA","Republic of Moldova"
"493",8.5,"liver","mortality",41,"PAN","Panama"
"494",0.9,"thyroid","mortality",41,"BDI","Burundi"
"495",0.9,"thyroid","mortality",41,"UGA","Uganda"
"496",0.9,"thyroid","mortality",41,"PRY","Paraguay"
"497",0.9,"thyroid","mortality",41,"MYS","Malaysia"
"498",0.9,"thyroid","mortality",41,"BTN","Bhutan"
"499",0.9,"thyroid","mortality",41,"IRN","Iran (Islamic Republic of)"
"500",0.9,"thyroid","mortality",41,"NPL","Nepal"
"501",0.9,"thyroid","mortality",41,"PAK","Pakistan"
"502",0.9,"thyroid","mortality",41,"LKA","Sri Lanka"
"503",0.9,"thyroid","mortality",41,"PYF","French Polynesia"
"504",10.3,"stomach","incidence",41,"BGR","Bulgaria"
"505",8.5,"stomach","mortality",41,"PAN","Panama"
"506",60.9,"breast","incidence",42,"HRV","Croatia"
"507",17.8,"breast","mortality",42,"CAF","Central African Republic"
"508",17.8,"breast","mortality",42,"PHL","Philippines"
"509",26.5,"lung","incidence",42,"BIH","Bosnia and Herzegovina"
"510",21.6,"lung","mortality",42,"SVK","Slovakia"
"511",8.4,"liver","mortality",42,"URY","Uruguay"
"512",10,"stomach","incidence",42,"URY","Uruguay"
"513",8.4,"stomach","mortality",42,"URY","Uruguay"
"514",24.6,"colorectum","incidence",42,"PRI","Puerto Rico"
"515",10.9,"colorectum","mortality",42,"SWE","Sweden"
"516",59.7,"breast","incidence",43,"MNE","Montenegro"
"517",26.2,"lung","incidence",43,"BLR","Belarus"
"518",26.2,"lung","incidence",43,"LTU","Lithuania"
"519",26.2,"lung","incidence",43,"ALB","Albania"
"520",21.5,"lung","mortality",43,"RUS","Russian Federation"
"521",8.4,"liver","incidence",43,"IDN","Indonesia"
"522",8.4,"liver","incidence",43,"KGZ","Kyrgyzstan"
"523",8.3,"liver","mortality",43,"BGR","Bulgaria"
"524",8.3,"liver","mortality",43,"ROU","Romania"
"525",8.3,"stomach","mortality",43,"BGR","Bulgaria"
"526",8.3,"stomach","mortality",43,"ROU","Romania"
"527",24.5,"colorectum","incidence",43,"RUS","Russian Federation"
"528",24.5,"colorectum","incidence",43,"CYP","Cyprus"
"529",10.8,"colorectum","mortality",43,"BHS","Bahamas"
"530",10.8,"colorectum","mortality",43,"CAN","Canada"
"531",10.8,"colorectum","mortality",43,"SYR","Syrian Arab Republic"
"532",10.8,"colorectum","mortality",43,"ITA","Italy"
"533",59.6,"breast","incidence",44,"MTQ","Martinique"
"534",17.7,"breast","mortality",44,"PNG","Papua New Guinea"
"535",21.3,"lung","mortality",44,"KOR","Republic of Korea"
"536",59.5,"breast","incidence",45,"BRA","Brazil"
"537",17.6,"breast","mortality",45,"CMR","Cameroon"
"538",17.6,"breast","mortality",45,"LVA","Latvia"
"539",21.2,"lung","mortality",45,"LTU","Lithuania"
"540",7.9,"liver","incidence",45,"UGA","Uganda"
"541",7.9,"liver","incidence",45,"KAZ","Kazakhstan"
"542",7.9,"liver","incidence",45,"QAT","Qatar"
"543",8,"liver","mortality",45,"RWA","Rwanda"
"544",8,"liver","mortality",45,"VEN","Venezuela, Bolivarian Republic of"
"545",8,"liver","mortality",45,"MNE","Montenegro"
"546",4.4,"thyroid","incidence",45,"URY","Uruguay"
"547",4.4,"thyroid","incidence",45,"JPN","Japan"
"548",4.4,"thyroid","incidence",45,"BRN","Brunei Darussalam"
"549",4.4,"thyroid","incidence",45,"LBN","Lebanon"
"550",9.8,"stomach","incidence",45,"HRV","Croatia"
"551",8,"stomach","mortality",45,"RWA","Rwanda"
"552",8,"stomach","mortality",45,"VEN","Venezuela, Bolivarian Republic of"
"553",8,"stomach","mortality",45,"MNE","Montenegro"
"554",24.4,"colorectum","incidence",45,"BLR","Belarus"
"555",58.5,"breast","incidence",46,"BGR","Bulgaria"
"556",25.9,"lung","incidence",46,"NZL","New Zealand"
"557",20.8,"lung","mortality",46,"NZL","New Zealand"
"558",9.7,"stomach","incidence",46,"WSM","Samoa"
"559",24.3,"colorectum","incidence",46,"MKD","The former Yugoslav Republic of Macedonia"
"560",57.5,"breast","incidence",47,"PRI","Puerto Rico"
"561",57.5,"breast","incidence",47,"SVK","Slovakia"
"562",17.5,"breast","mortality",47,"DZA","Algeria"
"563",25.2,"lung","incidence",47,"VNM","Viet Nam"
"564",20.7,"lung","mortality",47,"ITA","Italy"
"565",20.7,"lung","mortality",47,"AUT","Austria"
"566",9.6,"stomach","incidence",47,"VEN","Venezuela, Bolivarian Republic of"
"567",9.6,"stomach","incidence",47,"GEO","Georgia"
"568",9.6,"stomach","incidence",47,"SVK","Slovakia"
"569",24.1,"colorectum","incidence",47,"NCL","New Caledonia"
"570",10.7,"colorectum","mortality",47,"KOR","Republic of Korea"
"571",10.7,"colorectum","mortality",47,"GBR","United Kingdom of Great Britain and Northern Ireland"
"572",17.3,"breast","mortality",48,"KEN","Kenya"
"573",17.3,"breast","mortality",48,"ISR","Israel"
"574",17.3,"breast","mortality",48,"KWT","Kuwait"
"575",24.9,"lung","incidence",48,"SGP","Singapore"
"576",7.7,"liver","incidence",48,"SLV","El Salvador"
"577",7.7,"liver","mortality",48,"HRV","Croatia"
"578",7.7,"stomach","mortality",48,"HRV","Croatia"
"579",23.9,"colorectum","incidence",48,"MTQ","Martinique"
"580",56.9,"breast","incidence",49,"TTO","Trinidad and Tobago"
"581",24.6,"lung","incidence",49,"JPN","Japan"
"582",20.4,"lung","mortality",49,"BRN","Brunei Darussalam"
"583",7.6,"liver","incidence",49,"TLS","Timor-Leste"
"584",4.3,"thyroid","incidence",49,"DZA","Algeria"
"585",4.3,"thyroid","incidence",49,"FJI","Fiji"
"586",23.8,"colorectum","incidence",49,"ARG","Argentina"
"587",10.6,"colorectum","mortality",49,"PSE","Palestine, State of"
"588",55.8,"breast","incidence",50,"JAM","Jamaica"
"589",24.5,"lung","incidence",50,"ITA","Italy"
"590",20,"lung","mortality",50,"CHE","Switzerland"
"591",7.1,"liver","incidence",50,"ITA","Italy"
"592",7.6,"liver","mortality",50,"GEO","Georgia"
"593",9.5,"stomach","incidence",50,"KEN","Kenya"
"594",9.5,"stomach","incidence",50,"HUN","Hungary"
"595",9.5,"stomach","incidence",50,"MNE","Montenegro"
"596",7.6,"stomach","mortality",50,"GEO","Georgia"
"597",23.7,"colorectum","incidence",50,"LVA","Latvia"
"598",10.4,"colorectum","mortality",50,"TLS","Timor-Leste"
"599",10.4,"colorectum","mortality",50,"DEU","Germany"
"600",54.5,"breast","incidence",51,"HUN","Hungary"
"601",17.2,"breast","mortality",51,"SSD","South Sudan"
"602",17.2,"breast","mortality",51,"BGR","Bulgaria"
"603",17.2,"breast","mortality",51,"RUS","Russian Federation"
"604",24.4,"lung","incidence",51,"EST","Estonia"
"605",19.8,"lung","mortality",51,"SGP","Singapore"
"606",7,"liver","incidence",51,"BRN","Brunei Darussalam"
"607",7.5,"liver","mortality",51,"ZWE","Zimbabwe"
"608",4.1,"thyroid","incidence",51,"SGP","Singapore"
"609",4.1,"thyroid","incidence",51,"SAU","Saudi Arabia"
"610",4.1,"thyroid","incidence",51,"NOR","Norway"
"611",0.8,"thyroid","mortality",51,"KEN","Kenya"
"612",0.8,"thyroid","mortality",51,"CAF","Central African Republic"
"613",0.8,"thyroid","mortality",51,"TCD","Chad"
"614",0.8,"thyroid","mortality",51,"COD","Democratic Republic of the Congo"
"615",0.8,"thyroid","mortality",51,"MRT","Mauritania"
"616",0.8,"thyroid","mortality",51,"TGO","Togo"
"617",0.8,"thyroid","mortality",51,"BLZ","Belize"
"618",0.8,"thyroid","mortality",51,"PER","Peru"
"619",0.8,"thyroid","mortality",51,"MDV","Maldives"
"620",0.8,"thyroid","mortality",51,"RUS","Russian Federation"
"621",7.5,"stomach","mortality",51,"ZWE","Zimbabwe"
"622",23.5,"colorectum","incidence",51,"TTO","Trinidad and Tobago"
"623",23.5,"colorectum","incidence",51,"FIN","Finland"
"624",53.9,"breast","incidence",52,"ALB","Albania"
"625",24,"lung","incidence",52,"RUS","Russian Federation"
"626",19.7,"lung","mortality",52,"MDA","Republic of Moldova"
"627",6.9,"liver","incidence",52,"ZWE","Zimbabwe"
"628",6.9,"liver","incidence",52,"GUM","Guam"
"629",7.4,"liver","mortality",52,"MUS","Mauritius"
"630",7.4,"liver","mortality",52,"BRA","Brazil"
"631",7.4,"stomach","mortality",52,"MUS","Mauritius"
"632",7.4,"stomach","mortality",52,"BRA","Brazil"
"633",10.3,"colorectum","mortality",52,"SUR","Suriname"
"634",23.5,"lung","incidence",53,"MDA","Republic of Moldova"
"635",19.1,"lung","mortality",53,"ARG","Argentina"
"636",19.1,"lung","mortality",53,"THA","Thailand"
"637",9.2,"stomach","incidence",53,"MLI","Mali"
"638",9.2,"stomach","incidence",53,"BRA","Brazil"
"639",23.4,"colorectum","incidence",53,"UKR","Ukraine"
"640",23.4,"colorectum","incidence",53,"LTU","Lithuania"
"641",10.2,"colorectum","mortality",53,"FRA","France"
"642",52.5,"breast","incidence",54,"SYR","Syrian Arab Republic"
"643",17.1,"breast","mortality",54,"GBR","United Kingdom of Great Britain and Northern Ireland"
"644",17.1,"breast","mortality",54,"NZL","New Zealand"
"645",22.7,"lung","incidence",54,"BRN","Brunei Darussalam"
"646",6.8,"liver","incidence",54,"SUR","Suriname"
"647",6.8,"liver","incidence",54,"TKM","Turkmenistan"
"648",7.3,"liver","mortality",54,"HTI","Haiti"
"649",4,"thyroid","incidence",54,"THA","Thailand"
"650",4,"thyroid","incidence",54,"SVK","Slovakia"
"651",7.3,"stomach","mortality",54,"HTI","Haiti"
"652",10,"colorectum","mortality",54,"TUR","Turkey"
"653",52.1,"breast","incidence",55,"KOR","Republic of Korea"
"654",52.1,"breast","incidence",55,"LVA","Latvia"
"655",22.2,"lung","incidence",55,"UKR","Ukraine"
"656",18.5,"lung","mortality",55,"UKR","Ukraine"
"657",18.5,"lung","mortality",55,"AUS","Australia"
"658",7.2,"liver","mortality",55,"HUN","Hungary"
"659",9.1,"stomach","incidence",55,"MTQ","Martinique"
"660",9.1,"stomach","incidence",55,"JAM","Jamaica"
"661",7.2,"stomach","mortality",55,"HUN","Hungary"
"662",22.8,"colorectum","incidence",55,"KAZ","Kazakhstan"
"663",9.9,"colorectum","mortality",55,"AUT","Austria"
"664",16.7,"breast","mortality",56,"HRV","Croatia"
"665",21.2,"lung","incidence",56,"ISR","Israel"
"666",6.7,"liver","incidence",56,"LUX","Luxembourg"
"667",7.1,"liver","mortality",56,"MTQ","Martinique"
"668",7.1,"liver","mortality",56,"JAM","Jamaica"
"669",3.9,"thyroid","incidence",56,"ETH","Ethiopia"
"670",3.9,"thyroid","incidence",56,"EST","Estonia"
"671",7.1,"stomach","mortality",56,"MTQ","Martinique"
"672",7.1,"stomach","mortality",56,"JAM","Jamaica"
"673",21.8,"colorectum","incidence",56,"PRK","Democratic People's Republic of Korea"
"674",9.8,"colorectum","mortality",56,"BIH","Bosnia and Herzegovina"
"675",51.9,"breast","incidence",57,"POL","Poland"
"676",16.6,"breast","mortality",57,"IDN","Indonesia"
"677",20.9,"lung","incidence",57,"ARG","Argentina"
"678",20.9,"lung","incidence",57,"THA","Thailand"
"679",18.1,"lung","mortality",57,"MMR","Myanmar"
"680",6.6,"liver","incidence",57,"TCD","Chad"
"681",6.6,"liver","incidence",57,"TJK","Tajikistan"
"682",6.6,"liver","incidence",57,"FRA","France"
"683",8.6,"stomach","incidence",57,"SRB","Serbia"
"684",20.5,"colorectum","incidence",57,"GUM","Guam"
"685",9.6,"colorectum","mortality",57,"MUS","Mauritius"
"686",9.6,"colorectum","mortality",57,"PRI","Puerto Rico"
"687",51.6,"breast","incidence",58,"EST","Estonia"
"688",16.5,"breast","mortality",58,"ZAF","South Africa"
"689",16.5,"breast","mortality",58,"MLI","Mali"
"690",16.5,"breast","mortality",58,"CUB","Cuba"
"691",17.9,"lung","mortality",58,"ISR","Israel"
"692",7,"liver","mortality",58,"POL","Poland"
"693",3.8,"thyroid","incidence",58,"PSE","Palestine, State of"
"694",8.4,"stomach","incidence",58,"POL","Poland"
"695",7,"stomach","mortality",58,"POL","Poland"
"696",20.3,"colorectum","incidence",58,"BHS","Bahamas"
"697",51.5,"breast","incidence",59,"JPN","Japan"
"698",20.4,"lung","incidence",59,"MLT","Malta"
"699",17.5,"lung","mortality",59,"LBN","Lebanon"
"700",6.9,"liver","mortality",59,"BOL","Bolivia (Plurinational State of)"
"701",3.6,"thyroid","incidence",59,"PHL","Philippines"
"702",8.2,"stomach","incidence",59,"RWA","Rwanda"
"703",8.2,"stomach","incidence",59,"SGP","Singapore"
"704",8.2,"stomach","incidence",59,"ITA","Italy"
"705",6.9,"stomach","mortality",59,"BOL","Bolivia (Plurinational State of)"
"706",19.7,"colorectum","incidence",59,"CUB","Cuba"
"707",9.4,"colorectum","mortality",59,"MTQ","Martinique"
"708",9.4,"colorectum","mortality",59,"MYS","Malaysia"
"709",50.4,"breast","incidence",60,"NGA","Nigeria"
"710",50.4,"breast","incidence",60,"CUB","Cuba"
"711",50.4,"breast","incidence",60,"GUY","Guyana"
"712",20.2,"lung","incidence",60,"MMR","Myanmar"
"713",20.2,"lung","incidence",60,"PRT","Portugal"
"714",17.4,"lung","mortality",60,"JPN","Japan"
"715",6.4,"liver","incidence",60,"HTI","Haiti"
"716",6.4,"liver","incidence",60,"PER","Peru"
"717",6.8,"liver","mortality",60,"SVN","Slovenia"
"718",3.4,"thyroid","incidence",60,"MAR","Morocco"
"719",3.4,"thyroid","incidence",60,"BOL","Bolivia (Plurinational State of)"
"720",3.4,"thyroid","incidence",60,"KWT","Kuwait"
"721",3.4,"thyroid","incidence",60,"POL","Poland"
"722",3.4,"thyroid","incidence",60,"ESP","Spain"
"723",6.8,"stomach","mortality",60,"SVN","Slovenia"
"724",19.3,"colorectum","incidence",60,"ARM","Armenia"
"725",16.4,"breast","mortality",61,"TLS","Timor-Leste"
"726",16.4,"breast","mortality",61,"FRA","France"
"727",17,"lung","mortality",61,"MYS","Malaysia"
"728",17,"lung","mortality",61,"PHL","Philippines"
"729",6.7,"liver","mortality",61,"BIH","Bosnia and Herzegovina"
"730",6.7,"liver","mortality",61,"SRB","Serbia"
"731",0.7,"thyroid","mortality",61,"RWA","Rwanda"
"732",0.7,"thyroid","mortality",61,"ZMB","Zambia"
"733",0.7,"thyroid","mortality",61,"LBY","Libya"
"734",0.7,"thyroid","mortality",61,"BFA","Burkina Faso"
"735",0.7,"thyroid","mortality",61,"COL","Colombia"
"736",0.7,"thyroid","mortality",61,"MNG","Mongolia"
"737",0.7,"thyroid","mortality",61,"AFG","Afghanistan"
"738",6.7,"stomach","mortality",61,"BIH","Bosnia and Herzegovina"
"739",6.7,"stomach","mortality",61,"SRB","Serbia"
"740",18.6,"colorectum","incidence",61,"MUS","Mauritius"
"741",9.3,"colorectum","mortality",61,"CHE","Switzerland"
"742",20.1,"lung","incidence",62,"FIN","Finland"
"743",6.3,"liver","incidence",62,"BLZ","Belize"
"744",8,"stomach","incidence",62,"MUS","Mauritius"
"745",8,"stomach","incidence",62,"ZWE","Zimbabwe"
"746",8,"stomach","incidence",62,"BIH","Bosnia and Herzegovina"
"747",8,"stomach","incidence",62,"MLT","Malta"
"748",18.3,"colorectum","incidence",62,"MYS","Malaysia"
"749",9.2,"colorectum","mortality",62,"USA","United States of America"
"750",50.3,"breast","incidence",63,"PAK","Pakistan"
"751",16.3,"breast","mortality",63,"LTU","Lithuania"
"752",19.8,"lung","incidence",63,"LBN","Lebanon"
"753",16.7,"lung","mortality",63,"ZAF","South Africa"
"754",16.7,"lung","mortality",63,"FIN","Finland"
"755",6.1,"liver","incidence",63,"SSD","South Sudan"
"756",6.1,"liver","incidence",63,"USA","United States of America"
"757",9,"colorectum","mortality",63,"AUS","Australia"
"758",50,"breast","incidence",64,"ROU","Romania"
"759",16.2,"breast","mortality",64,"HUN","Hungary"
"760",19.3,"lung","incidence",64,"PHL","Philippines"
"761",6.6,"liver","mortality",64,"PNG","Papua New Guinea"
"762",6.6,"stomach","mortality",64,"PNG","Papua New Guinea"
"763",16.7,"colorectum","incidence",64,"SUR","Suriname"
"764",8.8,"colorectum","mortality",64,"LBN","Lebanon"
"765",49.5,"breast","incidence",65,"EGY","Egypt"
"766",16,"breast","mortality",65,"BEN","Benin"
"767",16,"breast","mortality",65,"ALB","Albania"
"768",19.1,"lung","incidence",65,"SWE","Sweden"
"769",16.4,"lung","mortality",65,"SWE","Sweden"
"770",6,"liver","incidence",65,"NER","Niger"
"771",6,"liver","incidence",65,"MYS","Malaysia"
"772",6,"liver","incidence",65,"GEO","Georgia"
"773",6.5,"liver","mortality",65,"ESH","Western Sahara"
"774",6.5,"liver","mortality",65,"SVK","Slovakia"
"775",3.3,"thyroid","incidence",65,"BRB","Barbados"
"776",3.3,"thyroid","incidence",65,"IDN","Indonesia"
"777",3.3,"thyroid","incidence",65,"LKA","Sri Lanka"
"778",3.3,"thyroid","incidence",65,"SYR","Syrian Arab Republic"
"779",6.5,"stomach","mortality",65,"ESH","Western Sahara"
"780",6.5,"stomach","mortality",65,"SVK","Slovakia"
"781",16.6,"colorectum","incidence",65,"TUR","Turkey"
"782",16.6,"colorectum","incidence",65,"BIH","Bosnia and Herzegovina"
"783",8.6,"colorectum","mortality",65,"CHL","Chile"
"784",8.6,"colorectum","mortality",65,"IDN","Indonesia"
"785",49.4,"breast","incidence",66,"GUM","Guam"
"786",18.5,"lung","incidence",66,"ZAF","South Africa"
"787",15.8,"lung","mortality",66,"JAM","Jamaica"
"788",7.8,"stomach","incidence",66,"BOL","Bolivia (Plurinational State of)"
"789",7.8,"stomach","incidence",66,"MYS","Malaysia"
"790",7.8,"stomach","incidence",66,"ESP","Spain"
"791",7.8,"stomach","incidence",66,"DEU","Germany"
"792",7.8,"stomach","incidence",66,"NCL","New Caledonia"
"793",48.7,"breast","incidence",67,"LTU","Lithuania"
"794",15.8,"breast","mortality",67,"ITA","Italy"
"795",18.2,"lung","incidence",67,"JAM","Jamaica"
"796",15.7,"lung","mortality",67,"PRT","Portugal"
"797",6.2,"liver","mortality",67,"DOM","Dominican Republic"
"798",6.2,"stomach","mortality",67,"DOM","Dominican Republic"
"799",16.4,"colorectum","incidence",67,"CRI","Costa Rica"
"800",8.3,"colorectum","mortality",67,"FIN","Finland"
"801",48.6,"breast","incidence",68,"BRN","Brunei Darussalam"
"802",15.7,"breast","mortality",68,"EST","Estonia"
"803",17.9,"lung","incidence",68,"MYS","Malaysia"
"804",15.6,"lung","mortality",68,"MLT","Malta"
"805",5.9,"liver","incidence",68,"ESP","Spain"
"806",6.1,"liver","mortality",68,"SOM","Somalia"
"807",0.6,"thyroid","mortality",68,"MWI","Malawi"
"808",0.6,"thyroid","mortality",68,"AGO","Angola"
"809",0.6,"thyroid","mortality",68,"COG","Congo"
"810",0.6,"thyroid","mortality",68,"TUN","Tunisia"
"811",0.6,"thyroid","mortality",68,"NER","Niger"
"812",0.6,"thyroid","mortality",68,"BRB","Barbados"
"813",0.6,"thyroid","mortality",68,"TTO","Trinidad and Tobago"
"814",0.6,"thyroid","mortality",68,"MEX","Mexico"
"815",0.6,"thyroid","mortality",68,"PAN","Panama"
"816",0.6,"thyroid","mortality",68,"GUY","Guyana"
"817",0.6,"thyroid","mortality",68,"SUR","Suriname"
"818",0.6,"thyroid","mortality",68,"THA","Thailand"
"819",0.6,"thyroid","mortality",68,"ISL","Iceland"
"820",6.1,"stomach","mortality",68,"SOM","Somalia"
"821",16.2,"colorectum","incidence",68,"SYR","Syrian Arab Republic"
"822",8.2,"colorectum","mortality",68,"LBY","Libya"
"823",8.2,"colorectum","mortality",68,"GUM","Guam"
"824",48.5,"breast","incidence",69,"DZA","Algeria"
"825",15.6,"breast","mortality",69,"PRY","Paraguay"
"826",15.6,"breast","mortality",69,"SVN","Slovenia"
"827",5.8,"liver","incidence",69,"CAF","Central African Republic"
"828",5.8,"liver","incidence",69,"ROU","Romania"
"829",6,"liver","mortality",69,"SEN","Senegal"
"830",6,"liver","mortality",69,"PYF","French Polynesia"
"831",3.2,"thyroid","incidence",69,"GBR","United Kingdom of Great Britain and Northern Ireland"
"832",3.2,"thyroid","incidence",69,"PRT","Portugal"
"833",6,"stomach","mortality",69,"SEN","Senegal"
"834",6,"stomach","mortality",69,"PYF","French Polynesia"
"835",16.1,"colorectum","incidence",69,"LBN","Lebanon"
"836",47.6,"breast","incidence",70,"SLB","Solomon Islands"
"837",16.3,"lung","incidence",70,"BRA","Brazil"
"838",16.3,"lung","incidence",70,"IDN","Indonesia"
"839",14.8,"lung","mortality",70,"MNG","Mongolia"
"840",15.8,"colorectum","incidence",70,"BRA","Brazil"
"841",8.1,"colorectum","mortality",70,"ZAF","South Africa"
"842",47,"breast","incidence",71,"PHL","Philippines"
"843",15.5,"breast","mortality",71,"SGP","Singapore"
"844",15.5,"breast","mortality",71,"DEU","Germany"
"845",14.7,"lung","mortality",71,"CYP","Cyprus"
"846",5.7,"liver","incidence",71,"LSO","Lesotho"
"847",5.7,"liver","incidence",71,"MEX","Mexico"
"848",5.8,"liver","mortality",71,"GUF","French Guiana"
"849",3.1,"thyroid","incidence",71,"ERI","Eritrea"
"850",7.7,"stomach","incidence",71,"HTI","Haiti"
"851",5.8,"stomach","mortality",71,"GUF","French Guiana"
"852",15.4,"colorectum","incidence",71,"PSE","Palestine, State of"
"853",8,"colorectum","mortality",71,"BRA","Brazil"
"854",46.7,"breast","incidence",72,"KWT","Kuwait"
"855",16.2,"lung","incidence",72,"CYP","Cyprus"
"856",14.6,"lung","mortality",72,"IDN","Indonesia"
"857",5.7,"liver","mortality",72,"ARG","Argentina"
"858",5.7,"liver","mortality",72,"IND","India"
"859",3,"thyroid","incidence",72,"PER","Peru"
"860",3,"thyroid","incidence",72,"LAO","Lao People's Democratic Republic"
"861",3,"thyroid","incidence",72,"BGR","Bulgaria"
"862",3,"thyroid","incidence",72,"DNK","Denmark"
"863",3,"thyroid","incidence",72,"SWE","Sweden"
"864",7.6,"stomach","incidence",72,"LUX","Luxembourg"
"865",5.7,"stomach","mortality",72,"ARG","Argentina"
"866",5.7,"stomach","mortality",72,"IND","India"
"867",15,"colorectum","incidence",72,"CHL","Chile"
"868",7.9,"colorectum","mortality",72,"JAM","Jamaica"
"869",15.2,"breast","mortality",73,"SDN","Sudan"
"870",15.2,"breast","mortality",73,"ROU","Romania"
"871",16,"lung","incidence",73,"TUN","Tunisia"
"872",16,"lung","incidence",73,"VEN","Venezuela, Bolivarian Republic of"
"873",14.3,"lung","mortality",73,"TUN","Tunisia"
"874",14.3,"lung","mortality",73,"VEN","Venezuela, Bolivarian Republic of"
"875",5.5,"liver","incidence",73,"GUY","Guyana"
"876",7.4,"stomach","incidence",73,"BRN","Brunei Darussalam"
"877",7.4,"stomach","incidence",73,"CZE","Czech Republic"
"878",7.4,"stomach","incidence",73,"PYF","French Polynesia"
"879",14.5,"colorectum","incidence",73,"LBY","Libya"
"880",7.8,"colorectum","mortality",73,"CRI","Costa Rica"
"881",7.8,"colorectum","mortality",73,"PHL","Philippines"
"882",46.1,"breast","incidence",74,"QAT","Qatar"
"883",5.4,"liver","incidence",74,"KEN","Kenya"
"884",5.4,"liver","incidence",74,"BWA","Botswana"
"885",5.6,"liver","mortality",74,"TGO","Togo"
"886",5.6,"liver","mortality",74,"BHS","Bahamas"
"887",5.6,"liver","mortality",74,"ITA","Italy"
"888",5.6,"stomach","mortality",74,"TGO","Togo"
"889",5.6,"stomach","mortality",74,"BHS","Bahamas"
"890",5.6,"stomach","mortality",74,"ITA","Italy"
"891",14.4,"colorectum","incidence",74,"JAM","Jamaica"
"892",45.9,"breast","incidence",75,"BLR","Belarus"
"893",15.1,"breast","mortality",75,"ESH","Western Sahara"
"894",15.9,"lung","incidence",75,"GEO","Georgia"
"895",14.2,"lung","mortality",75,"KGZ","Kyrgyzstan"
"896",14.2,"colorectum","incidence",75,"CHN","China"
"897",7.5,"colorectum","mortality",75,"PRY","Paraguay"
"898",7.5,"colorectum","mortality",75,"GRC","Greece"
"899",45.6,"breast","incidence",76,"RUS","Russian Federation"
"900",14.9,"breast","mortality",76,"USA","United States of America"
"901",14.9,"breast","mortality",76,"YEM","Yemen"
"902",14.9,"breast","mortality",76,"CYP","Cyprus"
"903",15.7,"lung","incidence",76,"JOR","Jordan"
"904",14.1,"lung","mortality",76,"LBY","Libya"
"905",14.1,"lung","mortality",76,"JOR","Jordan"
"906",5.2,"liver","incidence",76,"AGO","Angola"
"907",5.2,"liver","incidence",76,"AFG","Afghanistan"
"908",5.2,"liver","incidence",76,"UZB","Uzbekistan"
"909",5.2,"liver","incidence",76,"MNE","Montenegro"
"910",5.2,"liver","incidence",76,"AUT","Austria"
"911",5.2,"liver","incidence",76,"CHE","Switzerland"
"912",7.3,"stomach","incidence",76,"DOM","Dominican Republic"
"913",45.4,"breast","incidence",77,"CRI","Costa Rica"
"914",15.6,"lung","incidence",77,"LBY","Libya"
"915",15.6,"lung","incidence",77,"MNG","Mongolia"
"916",15.6,"lung","incidence",77,"KGZ","Kyrgyzstan"
"917",5.5,"liver","mortality",77,"MEX","Mexico"
"918",5.5,"liver","mortality",77,"PRY","Paraguay"
"919",5.5,"liver","mortality",77,"BRN","Brunei Darussalam"
"920",2.8,"thyroid","incidence",77,"CHN","China"
"921",2.8,"thyroid","incidence",77,"MYS","Malaysia"
"922",2.8,"thyroid","incidence",77,"MDV","Maldives"
"923",2.8,"thyroid","incidence",77,"ROU","Romania"
"924",2.8,"thyroid","incidence",77,"IRL","Ireland"
"925",7.1,"stomach","incidence",77,"ISR","Israel"
"926",5.5,"stomach","mortality",77,"MEX","Mexico"
"927",5.5,"stomach","mortality",77,"PRY","Paraguay"
"928",5.5,"stomach","mortality",77,"BRN","Brunei Darussalam"
"929",13.5,"colorectum","incidence",77,"GRC","Greece"
"930",7.4,"colorectum","mortality",77,"CHN","China"
"931",7.4,"colorectum","mortality",77,"QAT","Qatar"
"932",7.4,"colorectum","mortality",77,"ISL","Iceland"
"933",44,"breast","incidence",78,"PSE","Palestine, State of"
"934",44,"breast","incidence",78,"GEO","Georgia"
"935",13.9,"lung","mortality",78,"GEO","Georgia"
"936",7,"stomach","incidence",78,"BHS","Bahamas"
"937",13.4,"colorectum","incidence",78,"TLS","Timor-Leste"
