"","category","location","years","value"
"19327","방어류","인천광역시",1995,0
"19328","방어류","강원도",1995,388
"19329","방어류","충청남도",1995,1
"19330","방어류","전라북도",1995,0
"19331","방어류","전라남도",1995,14
"19332","방어류","경상북도",1995,784
"19333","방어류","경상남도",1995,101
"19334","방어류","제주도",1995,380
"19335","밴댕이","부산광역시",1995,0
"19336","밴댕이","인천광역시",1995,1025
"19337","밴댕이","경기도",1995,0
"19338","밴댕이","강원도",1995,0
"19339","밴댕이","충청남도",1995,2565
"19340","밴댕이","전라북도",1995,0
"19341","밴댕이","전라남도",1995,14753
"19342","밴댕이","경상북도",1995,0
"19343","밴댕이","경상남도",1995,2
"19344","뱅어류","부산광역시",1995,0
"19345","뱅어류","경기도",1995,0
"19346","뱅어류","강원도",1995,0
"19347","뱅어류","충청남도",1995,4805
"19348","뱅어류","전라북도",1995,0
"19349","뱅어류","전라남도",1995,0
"19350","뱅어류","경상북도",1995,0
"19351","뱅어류","경상남도",1995,1
"19352","뱅어류","제주도",1995,0
"19353","병어류","부산광역시",1995,4777
"19354","병어류","인천광역시",1995,2495
"19355","병어류","경기도",1995,0
"19356","병어류","강원도",1995,0
"19357","병어류","충청남도",1995,92
"19358","병어류","전라북도",1995,571
"19359","병어류","전라남도",1995,1589
"19360","병어류","경상북도",1995,30
"19361","병어류","경상남도",1995,1312
"19362","병어류","제주도",1995,30
"19363","보구치","충청남도",1995,51
"19364","보구치","전라남도",1995,2031
"19365","보구치","경상북도",1995,0
"19366","보구치","제주도",1995,492
"19367","보리멸","부산광역시",1995,0
"19368","보리멸","충청남도",1995,0
"19369","보리멸","전라북도",1995,2
"19370","보리멸","전라남도",1995,197
"19371","보리멸","경상북도",1995,0
"19372","보리멸","경상남도",1995,0
"19373","복어류","부산광역시",1995,6456
"19374","복어류","인천광역시",1995,317
"19375","복어류","경기도",1995,0
"19376","복어류","강원도",1995,73
"19377","복어류","충청남도",1995,81
"19378","복어류","전라북도",1995,721
"19379","복어류","전라남도",1995,467
"19380","복어류","경상북도",1995,1225
"19381","복어류","경상남도",1995,645
"19382","복어류","제주도",1995,193
"19383","조피볼락","부산광역시",1995,7
"19384","조피볼락","인천광역시",1995,373
"19385","조피볼락","경기도",1995,9
"19386","조피볼락","강원도",1995,50
"19387","조피볼락","충청남도",1995,124
"19388","조피볼락","전라북도",1995,8
"19389","조피볼락","전라남도",1995,525
"19390","조피볼락","경상북도",1995,6
"19391","조피볼락","경상남도",1995,218
"19392","조피볼락","제주도",1995,375
"19393","기타볼락류","부산광역시",1995,4
"19394","기타볼락류","인천광역시",1995,721
"19395","기타볼락류","경기도",1995,12
"19396","기타볼락류","강원도",1995,8
"19397","기타볼락류","충청남도",1995,172
"19398","기타볼락류","전라북도",1995,587
"19399","기타볼락류","전라남도",1995,178
"19400","기타볼락류","경상북도",1995,34
"19401","기타볼락류","경상남도",1995,1254
"19402","기타볼락류","제주도",1995,9
"19403","부세","인천광역시",1995,2
"19404","부세","경기도",1995,3
"19405","부세","충청남도",1995,63
"19406","부세","전라북도",1995,354
"19407","부세","전라남도",1995,38
"19408","부세","경상북도",1995,0
"19409","부세","경상남도",1995,78
"19410","부세","제주도",1995,8
"19411","삼치류","부산광역시",1995,15012
"19412","삼치류","인천광역시",1995,76
"19413","삼치류","경기도",1995,1
"19414","삼치류","강원도",1995,1
"19415","삼치류","충청남도",1995,51
"19416","삼치류","전라북도",1995,100
"19417","삼치류","전라남도",1995,777
"19418","삼치류","경상북도",1995,5
"19419","삼치류","경상남도",1995,1228
"19420","삼치류","제주도",1995,178
"19421","상어류","부산광역시",1995,511
"19422","상어류","인천광역시",1995,46
"19423","상어류","경기도",1995,3
"19424","상어류","강원도",1995,2
"19425","상어류","충청남도",1995,4
"19426","상어류","전라북도",1995,10
"19427","상어류","전라남도",1995,126
"19428","상어류","경상북도",1995,10
"19429","상어류","경상남도",1995,104
"19430","상어류","제주도",1995,55
"19431","서대류","부산광역시",1995,78
"19432","서대류","인천광역시",1995,211
"19433","서대류","경기도",1995,4
"19434","서대류","강원도",1995,1
"19435","서대류","충청남도",1995,14
"19436","서대류","전라북도",1995,410
"19437","서대류","전라남도",1995,957
"19438","서대류","경상북도",1995,0
"19439","서대류","경상남도",1995,207
"19440","서대류","제주도",1995,62
"19441","성대류","부산광역시",1995,17
"19442","성대류","인천광역시",1995,2
"19443","성대류","경기도",1995,0
"19444","성대류","충청남도",1995,0
"19445","성대류","전라북도",1995,0
"19446","성대류","전라남도",1995,15
"19447","성대류","경상북도",1995,0
"19448","성대류","경상남도",1995,6
"19449","성대류","제주도",1995,0
"19450","송어류","부산광역시",1995,1
"19451","송어류","강원도",1995,67
"19452","송어류","충청남도",1995,0
"19453","송어류","전라북도",1995,0
"19454","송어류","전라남도",1995,0
"19455","송어류","경상북도",1995,5
"19456","송어류","경상남도",1995,1122
"19457","송어류","제주도",1995,0
"19458","쏨뱅이","충청남도",1995,0
"19459","쏨뱅이","전라남도",1995,50
"19460","쏨뱅이","경상남도",1995,18
"19461","쏨뱅이","제주도",1995,0
"19462","숭어류","부산광역시",1995,650
"19463","숭어류","인천광역시",1995,545
"19464","숭어류","경기도",1995,44
"19465","숭어류","강원도",1995,108
"19466","숭어류","충청남도",1995,100
"19467","숭어류","전라북도",1995,702
"19468","숭어류","전라남도",1995,1107
"19469","숭어류","경상북도",1995,163
"19470","숭어류","경상남도",1995,863
"19471","숭어류","제주도",1995,0
"19472","아귀류","부산광역시",1995,1729
"19473","아귀류","인천광역시",1995,939
"19474","아귀류","경기도",1995,0
"19475","아귀류","강원도",1995,3
"19476","아귀류","충청남도",1995,491
"19477","아귀류","전라북도",1995,239
"19478","아귀류","전라남도",1995,2809
"19479","아귀류","경상북도",1995,94
"19480","아귀류","경상남도",1995,1666
"19481","아귀류","제주도",1995,203
"19482","양미리","인천광역시",1995,1334
"19483","양미리","경기도",1995,0
"19484","양미리","강원도",1995,7954
"19485","양미리","충청남도",1995,0
"19486","양미리","전라북도",1995,0
"19487","양미리","전라남도",1995,0
"19488","양미리","경상북도",1995,373
"19489","양미리","경상남도",1995,16
"19490","양미리","제주도",1995,0
"19491","양태류","부산광역시",1995,12
"19492","양태류","인천광역시",1995,381
"19493","양태류","경기도",1995,2
"19494","양태류","충청남도",1995,161
"19495","양태류","전라북도",1995,710
"19496","양태류","전라남도",1995,1008
"19497","양태류","경상북도",1995,0
"19498","양태류","경상남도",1995,162
"19499","양태류","제주도",1995,84
"19500","연어","부산광역시",1995,184
"19501","연어","강원도",1995,76
"19502","연어","경상북도",1995,0
"19503","임연수어","인천광역시",1995,0
"19504","임연수어","강원도",1995,1900
"19505","임연수어","충청남도",1995,392
"19506","임연수어","전라남도",1995,0
"19507","임연수어","경상북도",1995,495
"19508","임연수어","경상남도",1995,61
"19509","갯장어","부산광역시",1995,185
"19510","갯장어","인천광역시",1995,20
"19511","갯장어","경기도",1995,0
"19512","갯장어","강원도",1995,0
"19513","갯장어","충청남도",1995,30
"19514","갯장어","전라북도",1995,117
"19515","갯장어","전라남도",1995,496
"19516","갯장어","경상북도",1995,0
"19517","갯장어","경상남도",1995,747
"19518","갯장어","제주도",1995,9
"19519","먹장어","부산광역시",1995,11
"19520","먹장어","전라북도",1995,0
"19521","먹장어","전라남도",1995,0
"19522","먹장어","경상북도",1995,0
"19523","먹장어","경상남도",1995,8
"19524","먹장어","제주도",1995,0
"19525","붕장어","부산광역시",1995,7508
"19526","붕장어","인천광역시",1995,222
"19527","붕장어","경기도",1995,8
"19528","붕장어","강원도",1995,2
"19529","붕장어","충청남도",1995,262
"19530","붕장어","전라북도",1995,603
"19531","붕장어","전라남도",1995,4564
"19532","붕장어","경상북도",1995,129
"19533","붕장어","경상남도",1995,6096
"19534","붕장어","제주도",1995,273
"19535","전갱이류","부산광역시",1995,7939
"19536","전갱이류","인천광역시",1995,0
"19537","전갱이류","강원도",1995,1
"19538","전갱이류","충청남도",1995,0
"19539","전갱이류","전라북도",1995,0
"19540","전갱이류","전라남도",1995,324
"19541","전갱이류","경상북도",1995,773
"19542","전갱이류","경상남도",1995,2441
"19543","전갱이류","제주도",1995,791
"19544","전어","부산광역시",1995,1041
"19545","전어","인천광역시",1995,194
"19546","전어","경기도",1995,14
"19547","전어","강원도",1995,384
"19548","전어","충청남도",1995,426
"19549","전어","전라북도",1995,369
"19550","전어","전라남도",1995,942
"19551","전어","경상북도",1995,419
"19552","전어","경상남도",1995,4142
"19553","정어리","부산광역시",1995,11383
"19554","정어리","강원도",1995,14
"19555","정어리","충청남도",1995,0
"19556","정어리","전라남도",1995,330
"19557","정어리","경상북도",1995,77
"19558","정어리","경상남도",1995,1735
"19559","정어리","제주도",1995,0
"19560","참조기","부산광역시",1995,11802
"19561","참조기","인천광역시",1995,2199
"19562","참조기","경기도",1995,0
"19563","참조기","충청남도",1995,377
"19564","참조기","전라북도",1995,621
"19565","참조기","전라남도",1995,9031
"19566","참조기","경상북도",1995,0
"19567","참조기","경상남도",1995,687
"19568","참조기","제주도",1995,456
"19569","기타조기류","부산광역시",1995,2989
"19570","기타조기류","인천광역시",1995,686
"19571","기타조기류","경기도",1995,0
"19572","기타조기류","충청남도",1995,84
"19573","기타조기류","전라북도",1995,3290
"19574","기타조기류","전라남도",1995,762
"19575","기타조기류","경상북도",1995,0
"19576","기타조기류","경상남도",1995,11742
"19577","기타조기류","제주도",1995,472
"19578","준치","부산광역시",1995,171
"19579","준치","인천광역시",1995,17
"19580","준치","경기도",1995,0
"19581","준치","강원도",1995,0
"19582","준치","충청남도",1995,0
"19583","준치","전라북도",1995,17
"19584","준치","전라남도",1995,184
"19585","준치","경상북도",1995,0
"19586","준치","경상남도",1995,22
"19587","준치","제주도",1995,55
"19588","쥐치류","부산광역시",1995,350
"19589","쥐치류","인천광역시",1995,38
"19590","쥐치류","경기도",1995,0
"19591","쥐치류","강원도",1995,233
"19592","쥐치류","충청남도",1995,21
"19593","쥐치류","전라북도",1995,23
"19594","쥐치류","전라남도",1995,566
"19595","쥐치류","경상북도",1995,178
"19596","쥐치류","경상남도",1995,292
"19597","쥐치류","제주도",1995,54
"19598","청어","부산광역시",1995,35
"19599","청어","인천광역시",1995,0
"19600","청어","강원도",1995,3808
"19601","청어","충청남도",1995,0
"19602","청어","전라남도",1995,0
"19603","청어","경상북도",1995,4766
"19604","청어","경상남도",1995,13
"19605","홍어류","부산광역시",1995,668
"19606","홍어류","인천광역시",1995,1179
"19607","홍어류","경기도",1995,0
"19608","홍어류","충청남도",1995,0
"19609","홍어류","전라북도",1995,339
"19610","홍어류","전라남도",1995,17
"19611","홍어류","경상북도",1995,0
"19612","홍어류","경상남도",1995,24
"19613","홍어류","제주도",1995,0
"19614","기타어류","부산광역시",1995,32426
"19615","기타어류","인천광역시",1995,1476
"19616","기타어류","경기도",1995,46
"19617","기타어류","강원도",1995,1954
"19618","기타어류","충청남도",1995,1765
"19619","기타어류","전라북도",1995,16343
"19620","기타어류","전라남도",1995,16474
"19621","기타어류","경상북도",1995,2901
"19622","기타어류","경상남도",1995,16385
"19623","기타어류","제주도",1995,1413
"19624","꽃게","부산광역시",1995,2696
"19625","꽃게","인천광역시",1995,8555
"19626","꽃게","경기도",1995,172
"19627","꽃게","강원도",1995,0
"19628","꽃게","충청남도",1995,732
"19629","꽃게","전라북도",1995,1132
"19630","꽃게","전라남도",1995,2031
"19631","꽃게","경상북도",1995,0
"19632","꽃게","경상남도",1995,1894
"19633","꽃게","제주도",1995,439
"19634","대게","경기도",1995,0
"19635","대게","충청남도",1995,0
"19636","대게","전라북도",1995,0
"19637","대게","전라남도",1995,0
"19638","대게","경상북도",1995,78
"19639","대게","경상남도",1995,1
"19640","붉은대게","강원도",1995,8088
"19641","붉은대게","전라남도",1995,0
"19642","붉은대게","경상북도",1995,25067
"19643","붉은대게","경상남도",1995,0
"19644","기타게류","부산광역시",1995,11570
"19645","기타게류","인천광역시",1995,3495
"19646","기타게류","경기도",1995,621
"19647","기타게류","강원도",1995,1533
"19648","기타게류","충청남도",1995,2595
"19649","기타게류","전라북도",1995,379
"19650","기타게류","전라남도",1995,2443
"19651","기타게류","경상북도",1995,188
"19652","기타게류","경상남도",1995,1915
"19653","기타게류","제주도",1995,115
"19654","꽃새우","인천광역시",1995,116
"19655","꽃새우","충청남도",1995,963
"19656","꽃새우","전라북도",1995,4310
"19657","꽃새우","전라남도",1995,25
"19658","꽃새우","경상북도",1995,0
"19659","꽃새우","경상남도",1995,0
"19660","꽃새우","제주도",1995,0
"19661","닭새우류","부산광역시",1995,0
"19662","닭새우류","인천광역시",1995,0
"19663","닭새우류","강원도",1995,0
"19664","닭새우류","충청남도",1995,37
"19665","닭새우류","전라북도",1995,0
"19666","닭새우류","전라남도",1995,1144
"19667","닭새우류","경상북도",1995,0
"19668","닭새우류","경상남도",1995,27
"19669","닭새우류","제주도",1995,34
"19670","대하","부산광역시",1995,0
"19671","대하","인천광역시",1995,148
"19672","대하","경기도",1995,8
"19673","대하","충청남도",1995,563
"19674","대하","전라북도",1995,396
"19675","대하","전라남도",1995,224
"19676","대하","경상북도",1995,0
"19677","대하","경상남도",1995,55
"19678","대하","제주도",1995,12
"19679","보리새우","부산광역시",1995,1
"19680","보리새우","인천광역시",1995,299
"19681","보리새우","경기도",1995,0
"19682","보리새우","강원도",1995,39
"19683","보리새우","충청남도",1995,0
"19684","보리새우","전라북도",1995,7
"19685","보리새우","전라남도",1995,1319
"19686","보리새우","경상북도",1995,93
"19687","보리새우","경상남도",1995,641
"19688","보리새우","제주도",1995,0
"19689","젓새우류","인천광역시",1995,9380
"19690","젓새우류","경기도",1995,692
"19691","젓새우류","강원도",1995,0
"19692","젓새우류","충청남도",1995,278
"19693","젓새우류","전라북도",1995,372
"19694","젓새우류","전라남도",1995,5773
"19695","젓새우류","경상남도",1995,0
"19696","중하","인천광역시",1995,162
"19697","중하","경기도",1995,11
"19698","중하","충청남도",1995,410
"19699","중하","전라북도",1995,497
"19700","중하","전라남도",1995,1068
"19701","중하","경상북도",1995,0
"19702","중하","경상남도",1995,20
"19703","기타새우류","부산광역시",1995,2828
"19704","기타새우류","인천광역시",1995,641
"19705","기타새우류","경기도",1995,82
"19706","기타새우류","강원도",1995,423
"19707","기타새우류","충청남도",1995,1323
"19708","기타새우류","전라북도",1995,726
"19709","기타새우류","전라남도",1995,4680
"19710","기타새우류","경상북도",1995,482
"19711","기타새우류","경상남도",1995,815
"19712","기타새우류","제주도",1995,298
"19713","골뱅이","부산광역시",1995,0
"19714","골뱅이","인천광역시",1995,0
"19715","골뱅이","경기도",1995,0
"19716","골뱅이","강원도",1995,165
"19717","골뱅이","충청남도",1995,109
"19718","골뱅이","전라북도",1995,1486
"19719","골뱅이","전라남도",1995,21
"19720","골뱅이","경상북도",1995,1862
"19721","골뱅이","경상남도",1995,1581
"19722","굴류","부산광역시",1995,74
"19723","굴류","인천광역시",1995,1495
"19724","굴류","경기도",1995,5177
"19725","굴류","강원도",1995,0
"19726","굴류","충청남도",1995,9136
"19727","굴류","전라북도",1995,444
"19728","굴류","전라남도",1995,521
"19729","굴류","경상북도",1995,0
"19730","굴류","경상남도",1995,1415
"19731","소라고둥","부산광역시",1995,126
"19732","소라고둥","인천광역시",1995,357
"19733","소라고둥","경기도",1995,273
"19734","소라고둥","강원도",1995,3
"19735","소라고둥","충청남도",1995,3001
"19736","소라고둥","전라북도",1995,750
"19737","소라고둥","전라남도",1995,1120
"19738","소라고둥","경상북도",1995,242
"19739","소라고둥","경상남도",1995,194
"19740","소라고둥","제주도",1995,2768
"19741","오분자기","강원도",1995,0
"19742","오분자기","전라남도",1995,0
"19743","오분자기","경상남도",1995,0
"19744","오분자기","제주도",1995,159
"19745","전복류","부산광역시",1995,17
"19746","전복류","인천광역시",1995,1
"19747","전복류","강원도",1995,22
"19748","전복류","충청남도",1995,1
"19749","전복류","전라북도",1995,0
"19750","전복류","전라남도",1995,15
"19751","전복류","경상북도",1995,29
"19752","전복류","경상남도",1995,70
"19753","전복류","제주도",1995,44
"19754","가리비류","강원도",1995,14
"19755","가리비류","충청남도",1995,0
"19756","가리비류","전라남도",1995,0
"19757","가리비류","경상남도",1995,1
"19758","가무락","인천광역시",1995,118
"19759","가무락","경기도",1995,41
"19760","가무락","충청남도",1995,102
"19761","가무락","전라북도",1995,1137
"19762","가무락","전라남도",1995,86
"19763","개량조개류","부산광역시",1995,0
"19764","개량조개류","경기도",1995,15
"19765","개량조개류","강원도",1995,14
"19766","개량조개류","충청남도",1995,0
"19767","개량조개류","전라북도",1995,5594
"19768","개량조개류","전라남도",1995,3398
"19769","개량조개류","경상북도",1995,0
"19770","개량조개류","경상남도",1995,17
"19771","개량조개류","제주도",1995,0
"19772","꼬막","부산광역시",1995,26
"19773","꼬막","인천광역시",1995,67
"19774","꼬막","충청남도",1995,668
"19775","꼬막","전라북도",1995,246
"19776","꼬막","전라남도",1995,408
"19777","꼬막","경상북도",1995,0
"19778","꼬막","경상남도",1995,0
"19779","동죽","부산광역시",1995,2
"19780","동죽","인천광역시",1995,3407
"19781","동죽","경기도",1995,673
"19782","동죽","충청남도",1995,0
"19783","동죽","전라북도",1995,4993
"19784","동죽","전라남도",1995,0
"19785","동죽","경상남도",1995,150
"19786","맛류","부산광역시",1995,15
"19787","맛류","인천광역시",1995,78
"19788","맛류","경기도",1995,1909
"19789","맛류","충청남도",1995,220
"19790","맛류","전라북도",1995,2179
"19791","맛류","전라남도",1995,419
"19792","맛류","경상남도",1995,85
"19793","바지락","부산광역시",1995,47
"19794","바지락","인천광역시",1995,1447
"19795","바지락","경기도",1995,3604
"19796","바지락","충청남도",1995,1995
"19797","바지락","전라북도",1995,1567
"19798","바지락","전라남도",1995,4661
"19799","바지락","경상남도",1995,1720
"19800","백합류","부산광역시",1995,89
"19801","백합류","인천광역시",1995,0
"19802","백합류","경기도",1995,8
"19803","백합류","강원도",1995,1462
"19804","백합류","충청남도",1995,0
"19805","백합류","전라북도",1995,1111
"19806","백합류","전라남도",1995,33
"19807","백합류","경상북도",1995,0
"19808","백합류","경상남도",1995,12
"19809","백합류","제주도",1995,0
"19810","새조개","부산광역시",1995,0
"19811","새조개","경기도",1995,0
"19812","새조개","충청남도",1995,0
"19813","새조개","전라북도",1995,0
"19814","새조개","전라남도",1995,41
"19815","새조개","경상북도",1995,0
"19816","새조개","경상남도",1995,387
"19817","코끼리조개","부산광역시",1995,2
"19818","코끼리조개","강원도",1995,2
"19819","코끼리조개","경상북도",1995,0
"19820","키조개","부산광역시",1995,9
"19821","키조개","경기도",1995,4
"19822","키조개","충청남도",1995,0
"19823","키조개","전라북도",1995,1
"19824","키조개","전라남도",1995,3548
"19825","키조개","경상남도",1995,72
"19826","피조개","부산광역시",1995,0
"19827","피조개","인천광역시",1995,34
"19828","피조개","경기도",1995,0
"19829","피조개","충청남도",1995,20
"19830","피조개","전라북도",1995,328
"19831","피조개","전라남도",1995,46
"19832","피조개","경상북도",1995,0
"19833","피조개","경상남도",1995,45
"19834","홍합류","부산광역시",1995,1682
"19835","홍합류","강원도",1995,88
"19836","홍합류","충청남도",1995,53
"19837","홍합류","전라북도",1995,0
"19838","홍합류","전라남도",1995,393
"19839","홍합류","경상북도",1995,0
"19840","홍합류","경상남도",1995,726
"19841","홍합류","제주도",1995,0
"19842","기타패류","부산광역시",1995,3971
"19843","기타패류","인천광역시",1995,3
"19844","기타패류","경기도",1995,3
"19845","기타패류","강원도",1995,194
"19846","기타패류","충청남도",1995,452
"19847","기타패류","전라북도",1995,10
"19848","기타패류","전라남도",1995,541
"19849","기타패류","경상북도",1995,0
"19850","기타패류","경상남도",1995,2895
"19851","기타패류","제주도",1995,201
"19852","갑오징어류","부산광역시",1995,856
"19853","갑오징어류","인천광역시",1995,119
"19854","갑오징어류","경기도",1995,0
"19855","갑오징어류","강원도",1995,5
"19856","갑오징어류","충청남도",1995,215
"19857","갑오징어류","전라북도",1995,107
"19858","갑오징어류","전라남도",1995,961
"19859","갑오징어류","경상북도",1995,13
"19860","갑오징어류","경상남도",1995,176
"19861","갑오징어류","제주도",1995,115
"19862","꼴뚜기류","부산광역시",1995,0
"19863","꼴뚜기류","인천광역시",1995,498
"19864","꼴뚜기류","경기도",1995,4
"19865","꼴뚜기류","강원도",1995,24
"19866","꼴뚜기류","충청남도",1995,216
"19867","꼴뚜기류","전라북도",1995,309
"19868","꼴뚜기류","전라남도",1995,132
"19869","꼴뚜기류","경상북도",1995,0
"19870","꼴뚜기류","경상남도",1995,14
"19871","꼴뚜기류","제주도",1995,25
"19872","낙지류","부산광역시",1995,346
"19873","낙지류","인천광역시",1995,143
"19874","낙지류","경기도",1995,108
"19875","낙지류","강원도",1995,0
"19876","낙지류","충청남도",1995,836
"19877","낙지류","전라북도",1995,23
"19878","낙지류","전라남도",1995,6802
"19879","낙지류","경상북도",1995,2
"19880","낙지류","경상남도",1995,2466
"19881","낙지류","제주도",1995,77
"19882","문어류","부산광역시",1995,1245
"19883","문어류","강원도",1995,1815
"19884","문어류","충청남도",1995,0
"19885","문어류","전라북도",1995,0
"19886","문어류","전라남도",1995,1570
"19887","문어류","경상북도",1995,1590
"19888","문어류","경상남도",1995,554
"19889","문어류","제주도",1995,253
"19890","주꾸미","부산광역시",1995,26
"19891","주꾸미","인천광역시",1995,160
"19892","주꾸미","경기도",1995,16
"19893","주꾸미","강원도",1995,0
"19894","주꾸미","충청남도",1995,1380
"19895","주꾸미","전라북도",1995,625
"19896","주꾸미","전라남도",1995,1350
"19897","주꾸미","경상북도",1995,17
"19898","주꾸미","경상남도",1995,296
"19899","살오징어(오징어)","서울특별시",1995,0
"19900","살오징어(오징어)","부산광역시",1995,84059
"19901","살오징어(오징어)","인천광역시",1995,428
"19902","살오징어(오징어)","경기도",1995,0
"19903","살오징어(오징어)","강원도",1995,24960
"19904","살오징어(오징어)","충청남도",1995,502
"19905","살오징어(오징어)","전라북도",1995,909
"19906","살오징어(오징어)","전라남도",1995,2321
"19907","살오징어(오징어)","경상북도",1995,67223
"19908","살오징어(오징어)","경상남도",1995,19447
"19909","살오징어(오징어)","제주도",1995,1048
"19910","기타연체동물류","부산광역시",1995,3
"19911","기타연체동물류","경기도",1995,22
"19912","기타연체동물류","강원도",1995,0
"19913","기타연체동물류","충청남도",1995,0
"19914","기타연체동물류","전라북도",1995,0
"19915","기타연체동물류","전라남도",1995,13
"19916","기타연체동물류","경상북도",1995,95
"19917","기타연체동물류","경상남도",1995,500
"19918","미더덕","부산광역시",1995,18
"19919","미더덕","충청남도",1995,0
"19920","미더덕","전라남도",1995,0
"19921","미더덕","경상남도",1995,7
"19922","성게류","부산광역시",1995,747
"19923","성게류","강원도",1995,927
"19924","성게류","충청남도",1995,1
"19925","성게류","전라남도",1995,43
"19926","성게류","경상북도",1995,814
"19927","성게류","경상남도",1995,14
"19928","성게류","제주도",1995,1161
"19929","우렁쉥이","부산광역시",1995,27
"19930","우렁쉥이","강원도",1995,1523
"19931","우렁쉥이","경상북도",1995,362
"19932","우렁쉥이","경상남도",1995,155
"19933","우렁쉥이","제주도",1995,0
"19934","해삼","부산광역시",1995,76
"19935","해삼","인천광역시",1995,86
"19936","해삼","경기도",1995,0
"19937","해삼","강원도",1995,281
"19938","해삼","충청남도",1995,36
"19939","해삼","전라남도",1995,73
"19940","해삼","경상북도",1995,175
"19941","해삼","경상남도",1995,1068
"19942","해삼","제주도",1995,96
"19943","기타수산동물류","부산광역시",1995,145
"19944","기타수산동물류","인천광역시",1995,22
"19945","기타수산동물류","경기도",1995,0
"19946","기타수산동물류","강원도",1995,12
"19947","기타수산동물류","충청남도",1995,143
"19948","기타수산동물류","전라북도",1995,132
"19949","기타수산동물류","전라남도",1995,487
"19950","기타수산동물류","경상북도",1995,11
"19951","기타수산동물류","경상남도",1995,64
"19952","기타수산동물류","제주도",1995,0
"19953","김류","부산광역시",1995,0
"19954","김류","강원도",1995,55
"19955","김류","충청남도",1995,1
"19956","김류","전라남도",1995,5
"19957","김류","경상북도",1995,1
"19958","김류","경상남도",1995,0
"19959","꼬시래기류","강원도",1995,41
"19960","꼬시래기류","충청남도",1995,0
"19961","꼬시래기류","전라남도",1995,1
"19962","다시마류","부산광역시",1995,0
"19963","다시마류","강원도",1995,979
"19964","도박류","부산광역시",1995,0
"19965","도박류","전라남도",1995,0
"19966","도박류","경상북도",1995,0
"19967","도박류","경상남도",1995,0
"19968","도박류","제주도",1995,0
"19969","모자반(말)류","부산광역시",1995,0
"19970","모자반(말)류","충청남도",1995,0
"19971","모자반(말)류","전라남도",1995,7
"19972","모자반(말)류","경상남도",1995,0
"19973","모자반(말)류","제주도",1995,138
"19974","미역류","부산광역시",1995,6
"19975","미역류","인천광역시",1995,1
"19976","미역류","강원도",1995,410
"19977","미역류","충청남도",1995,21
"19978","미역류","전라남도",1995,151
"19979","미역류","경상북도",1995,563
"19980","미역류","경상남도",1995,2470
"19981","미역류","제주도",1995,246
"19982","우뭇가사리","부산광역시",1995,7
"19983","우뭇가사리","강원도",1995,0
"19984","우뭇가사리","충청남도",1995,2
"19985","우뭇가사리","전라남도",1995,192
"19986","우뭇가사리","경상북도",1995,108
"19987","우뭇가사리","경상남도",1995,12
"19988","우뭇가사리","제주도",1995,7477
"19989","기타가사리","충청남도",1995,0
"19990","기타가사리","전라남도",1995,283
"19991","기타가사리","경상남도",1995,0
"19992","기타가사리","제주도",1995,0
"19993","청각","부산광역시",1995,21
"19994","청각","충청남도",1995,0
"19995","청각","전라남도",1995,411
"19996","청각","경상북도",1995,0
"19997","청각","경상남도",1995,96
"19998","청각","제주도",1995,2
"19999","톳","부산광역시",1995,7
"20000","톳","충청남도",1995,2
"20001","톳","전라남도",1995,2032
"20002","톳","경상북도",1995,0
"20003","톳","경상남도",1995,724
"20004","톳","제주도",1995,3414
"20005","파래류","부산광역시",1995,0
"20006","파래류","인천광역시",1995,0
"20007","파래류","경기도",1995,2
"20008","파래류","강원도",1995,84
"20009","파래류","충청남도",1995,0
"20010","파래류","전라남도",1995,222
"20011","파래류","경상북도",1995,0
"20012","파래류","경상남도",1995,189
"20013","파래류","제주도",1995,0
"20014","기타해조류","부산광역시",1995,2
"20015","기타해조류","강원도",1995,280
"20016","기타해조류","충청남도",1995,0
"20017","기타해조류","전라남도",1995,56
"20018","기타해조류","경상남도",1995,15
"20019","기타해조류","제주도",1995,1632
"20020","가오리류","부산광역시",1996,732
"20021","가오리류","인천광역시",1996,94
"20022","가오리류","울산광역시",1996,0
"20023","가오리류","경기도",1996,8
"20024","가오리류","강원도",1996,19
"20025","가오리류","충청남도",1996,381
"20026","가오리류","전라북도",1996,25
"20027","가오리류","전라남도",1996,789
"20028","가오리류","경상북도",1996,972
"20029","가오리류","경상남도",1996,564
"20030","가오리류","제주도",1996,48
"20031","가자미류","부산광역시",1996,5029
"20032","가자미류","인천광역시",1996,879
"20033","가자미류","울산광역시",1996,0
"20034","가자미류","경기도",1996,54
"20035","가자미류","강원도",1996,2081
"20036","가자미류","충청남도",1996,302
"20037","가자미류","전라북도",1996,1
"20038","가자미류","전라남도",1996,361
"20039","가자미류","경상북도",1996,3803
"20040","가자미류","경상남도",1996,5552
"20041","가자미류","제주도",1996,4
"20042","갈치","부산광역시",1996,27766
"20043","갈치","인천광역시",1996,2768
"20044","갈치","울산광역시",1996,0
"20045","갈치","강원도",1996,0
"20046","갈치","충청남도",1996,211
"20047","갈치","전라북도",1996,1620
"20048","갈치","전라남도",1996,20143
"20049","갈치","경상북도",1996,0
"20050","갈치","경상남도",1996,14728
"20051","갈치","제주도",1996,7225
"20052","강달이류","부산광역시",1996,12966
"20053","강달이류","인천광역시",1996,3714
"20054","강달이류","강원도",1996,0
"20055","강달이류","충청남도",1996,321
"20056","강달이류","전라북도",1996,368
