"","category","location","years","value"
"8422","민어","인천광역시",1982,145
"8423","민어","경기도",1982,4
"8424","민어","강원도",1982,0
"8425","민어","충청남도",1982,15
"8426","민어","전라북도",1982,277
"8427","민어","전라남도",1982,217
"8428","민어","경상북도",1982,0
"8429","민어","경상남도",1982,992
"8430","민어","제주도",1982,35
"8431","방어류","부산광역시",1982,1980
"8432","방어류","인천광역시",1982,2
"8433","방어류","경기도",1982,0
"8434","방어류","강원도",1982,490
"8435","방어류","충청남도",1982,6
"8436","방어류","전라북도",1982,0
"8437","방어류","전라남도",1982,144
"8438","방어류","경상북도",1982,625
"8439","방어류","경상남도",1982,425
"8440","방어류","제주도",1982,157
"8441","밴댕이","인천광역시",1982,1941
"8442","밴댕이","경기도",1982,78
"8443","밴댕이","충청남도",1982,1629
"8444","밴댕이","전라북도",1982,128
"8445","밴댕이","전라남도",1982,1849
"8446","밴댕이","경상북도",1982,0
"8447","밴댕이","경상남도",1982,0
"8448","뱅어류","부산광역시",1982,0
"8449","뱅어류","인천광역시",1982,10
"8450","뱅어류","경기도",1982,1739
"8451","뱅어류","충청남도",1982,6065
"8452","뱅어류","전라남도",1982,10
"8453","뱅어류","경상북도",1982,2
"8454","뱅어류","경상남도",1982,8
"8455","뱅어류","제주도",1982,0
"8456","병어류","부산광역시",1982,1575
"8457","병어류","인천광역시",1982,3236
"8458","병어류","경기도",1982,83
"8459","병어류","충청남도",1982,1126
"8460","병어류","전라북도",1982,2417
"8461","병어류","전라남도",1982,4036
"8462","병어류","경상북도",1982,5
"8463","병어류","경상남도",1982,1912
"8464","병어류","제주도",1982,41
"8465","보리멸","부산광역시",1982,16
"8466","보리멸","충청남도",1982,8
"8467","보리멸","전라북도",1982,50
"8468","보리멸","전라남도",1982,205
"8469","보리멸","경상북도",1982,0
"8470","보리멸","경상남도",1982,0
"8471","복어류","부산광역시",1982,260
"8472","복어류","인천광역시",1982,355
"8473","복어류","경기도",1982,32
"8474","복어류","강원도",1982,200
"8475","복어류","충청남도",1982,246
"8476","복어류","전라북도",1982,480
"8477","복어류","전라남도",1982,762
"8478","복어류","경상북도",1982,4239
"8479","복어류","경상남도",1982,249
"8480","복어류","제주도",1982,637
"8481","기타볼락류","부산광역시",1982,67
"8482","기타볼락류","인천광역시",1982,465
"8483","기타볼락류","경기도",1982,158
"8484","기타볼락류","강원도",1982,251
"8485","기타볼락류","충청남도",1982,1090
"8486","기타볼락류","전라북도",1982,141
"8487","기타볼락류","전라남도",1982,694
"8488","기타볼락류","경상북도",1982,154
"8489","기타볼락류","경상남도",1982,2121
"8490","기타볼락류","제주도",1982,113
"8491","삼치류","부산광역시",1982,5385
"8492","삼치류","인천광역시",1982,114
"8493","삼치류","경기도",1982,89
"8494","삼치류","강원도",1982,35
"8495","삼치류","충청남도",1982,716
"8496","삼치류","전라북도",1982,431
"8497","삼치류","전라남도",1982,2827
"8498","삼치류","경상북도",1982,103
"8499","삼치류","경상남도",1982,766
"8500","삼치류","제주도",1982,211
"8501","상어류","부산광역시",1982,3280
"8502","상어류","인천광역시",1982,70
"8503","상어류","경기도",1982,1
"8504","상어류","강원도",1982,19
"8505","상어류","충청남도",1982,16
"8506","상어류","전라북도",1982,16
"8507","상어류","전라남도",1982,512
"8508","상어류","경상북도",1982,22
"8509","상어류","경상남도",1982,486
"8510","상어류","제주도",1982,145
"8511","서대류","부산광역시",1982,1079
"8512","서대류","인천광역시",1982,830
"8513","서대류","경기도",1982,135
"8514","서대류","충청남도",1982,88
"8515","서대류","전라북도",1982,80
"8516","서대류","전라남도",1982,1223
"8517","서대류","경상북도",1982,2
"8518","서대류","경상남도",1982,1239
"8519","서대류","제주도",1982,17
"8520","성대류","부산광역시",1982,73
"8521","성대류","인천광역시",1982,27
"8522","성대류","강원도",1982,0
"8523","성대류","충청남도",1982,0
"8524","성대류","전라북도",1982,0
"8525","성대류","전라남도",1982,41
"8526","성대류","경상북도",1982,0
"8527","성대류","경상남도",1982,0
"8528","송어류","강원도",1982,349
"8529","송어류","충청남도",1982,0
"8530","송어류","전라북도",1982,0
"8531","송어류","전라남도",1982,734
"8532","송어류","경상북도",1982,17
"8533","송어류","경상남도",1982,7
"8534","송어류","제주도",1982,0
"8535","숭어류","부산광역시",1982,130
"8536","숭어류","인천광역시",1982,254
"8537","숭어류","경기도",1982,377
"8538","숭어류","강원도",1982,72
"8539","숭어류","충청남도",1982,483
"8540","숭어류","전라북도",1982,81
"8541","숭어류","전라남도",1982,1418
"8542","숭어류","경상북도",1982,118
"8543","숭어류","경상남도",1982,1824
"8544","숭어류","제주도",1982,30
"8545","아귀류","부산광역시",1982,872
"8546","아귀류","인천광역시",1982,589
"8547","아귀류","경기도",1982,3
"8548","아귀류","강원도",1982,0
"8549","아귀류","충청남도",1982,98
"8550","아귀류","전라북도",1982,207
"8551","아귀류","전라남도",1982,630
"8552","아귀류","경상북도",1982,56
"8553","아귀류","경상남도",1982,478
"8554","아귀류","제주도",1982,9
"8555","양미리","강원도",1982,6118
"8556","양미리","충청남도",1982,363
"8557","양미리","전라남도",1982,0
"8558","양미리","경상북도",1982,479
"8559","양미리","경상남도",1982,3609
"8560","양태류","부산광역시",1982,426
"8561","양태류","인천광역시",1982,655
"8562","양태류","경기도",1982,34
"8563","양태류","충청남도",1982,256
"8564","양태류","전라북도",1982,1023
"8565","양태류","전라남도",1982,488
"8566","양태류","경상남도",1982,158
"8567","양태류","제주도",1982,4
"8568","임연수어","부산광역시",1982,0
"8569","임연수어","인천광역시",1982,104
"8570","임연수어","경기도",1982,21
"8571","임연수어","강원도",1982,6658
"8572","임연수어","충청남도",1982,163
"8573","임연수어","경상북도",1982,1065
"8574","갯장어","부산광역시",1982,2796
"8575","갯장어","인천광역시",1982,1001
"8576","갯장어","경기도",1982,20
"8577","갯장어","충청남도",1982,185
"8578","갯장어","전라북도",1982,536
"8579","갯장어","전라남도",1982,911
"8580","갯장어","경상북도",1982,129
"8581","갯장어","경상남도",1982,3597
"8582","갯장어","제주도",1982,4
"8583","붕장어","부산광역시",1982,2075
"8584","붕장어","인천광역시",1982,84
"8585","붕장어","경기도",1982,0
"8586","붕장어","강원도",1982,0
"8587","붕장어","충청남도",1982,234
"8588","붕장어","전라북도",1982,225
"8589","붕장어","전라남도",1982,1585
"8590","붕장어","경상북도",1982,89
"8591","붕장어","경상남도",1982,9584
"8592","붕장어","제주도",1982,267
"8593","전갱이류","부산광역시",1982,1370
"8594","전갱이류","인천광역시",1982,9
"8595","전갱이류","강원도",1982,1175
"8596","전갱이류","충청남도",1982,0
"8597","전갱이류","전라남도",1982,114
"8598","전갱이류","경상북도",1982,5019
"8599","전갱이류","경상남도",1982,2657
"8600","전갱이류","제주도",1982,493
"8601","전어","부산광역시",1982,1475
"8602","전어","인천광역시",1982,306
"8603","전어","경기도",1982,190
"8604","전어","강원도",1982,21
"8605","전어","충청남도",1982,277
"8606","전어","전라북도",1982,80
"8607","전어","전라남도",1982,1399
"8608","전어","경상북도",1982,1676
"8609","전어","경상남도",1982,4745
"8610","전어","제주도",1982,2
"8611","정어리","부산광역시",1982,66649
"8612","정어리","강원도",1982,1393
"8613","정어리","충청남도",1982,0
"8614","정어리","전라북도",1982,0
"8615","정어리","전라남도",1982,2782
"8616","정어리","경상북도",1982,2746
"8617","정어리","경상남도",1982,8289
"8618","정어리","제주도",1982,126
"8619","참조기","부산광역시",1982,9579
"8620","참조기","인천광역시",1982,363
"8621","참조기","경기도",1982,0
"8622","참조기","충청남도",1982,149
"8623","참조기","전라북도",1982,2086
"8624","참조기","전라남도",1982,2042
"8625","참조기","경상남도",1982,3783
"8626","참조기","제주도",1982,328
"8627","기타조기류","부산광역시",1982,17211
"8628","기타조기류","인천광역시",1982,2022
"8629","기타조기류","경기도",1982,2
"8630","기타조기류","충청남도",1982,247
"8631","기타조기류","전라북도",1982,288
"8632","기타조기류","전라남도",1982,2560
"8633","기타조기류","경상북도",1982,1
"8634","기타조기류","경상남도",1982,7094
"8635","기타조기류","제주도",1982,865
"8636","준치","부산광역시",1982,2961
"8637","준치","인천광역시",1982,309
"8638","준치","경기도",1982,10
"8639","준치","충청남도",1982,117
"8640","준치","전라북도",1982,345
"8641","준치","전라남도",1982,930
"8642","준치","경상북도",1982,0
"8643","준치","경상남도",1982,359
"8644","준치","제주도",1982,36
"8645","쥐치류","부산광역시",1982,45590
"8646","쥐치류","인천광역시",1982,1029
"8647","쥐치류","경기도",1982,0
"8648","쥐치류","강원도",1982,5212
"8649","쥐치류","충청남도",1982,328
"8650","쥐치류","전라북도",1982,1185
"8651","쥐치류","전라남도",1982,81194
"8652","쥐치류","경상북도",1982,9782
"8653","쥐치류","경상남도",1982,37766
"8654","쥐치류","제주도",1982,270
"8655","청어","부산광역시",1982,28
"8656","청어","인천광역시",1982,13
"8657","청어","강원도",1982,384
"8658","청어","전라북도",1982,0
"8659","청어","전라남도",1982,0
"8660","청어","경상북도",1982,13
"8661","청어","경상남도",1982,9
"8662","기타어류","부산광역시",1982,17158
"8663","기타어류","인천광역시",1982,1876
"8664","기타어류","경기도",1982,952
"8665","기타어류","강원도",1982,3767
"8666","기타어류","충청남도",1982,2389
"8667","기타어류","전라북도",1982,6821
"8668","기타어류","전라남도",1982,4617
"8669","기타어류","경상북도",1982,4579
"8670","기타어류","경상남도",1982,14149
"8671","기타어류","제주도",1982,1263
"8672","꽃게","부산광역시",1982,89
"8673","꽃게","인천광역시",1982,6122
"8674","꽃게","경기도",1982,1550
"8675","꽃게","강원도",1982,0
"8676","꽃게","충청남도",1982,1985
"8677","꽃게","전라북도",1982,2288
"8678","꽃게","전라남도",1982,3713
"8679","꽃게","경상북도",1982,44
"8680","꽃게","경상남도",1982,3427
"8681","꽃게","제주도",1982,175
"8682","대게","부산광역시",1982,3
"8683","대게","경기도",1982,1
"8684","대게","강원도",1982,0
"8685","대게","충청남도",1982,0
"8686","대게","전라남도",1982,7
"8687","대게","경상북도",1982,62
"8688","대게","경상남도",1982,0
"8689","대게","제주도",1982,0
"8690","기타게류","부산광역시",1982,2817
"8691","기타게류","인천광역시",1982,415
"8692","기타게류","경기도",1982,807
"8693","기타게류","강원도",1982,435
"8694","기타게류","충청남도",1982,1316
"8695","기타게류","전라북도",1982,122
"8696","기타게류","전라남도",1982,1352
"8697","기타게류","경상북도",1982,207
"8698","기타게류","경상남도",1982,1681
"8699","기타게류","제주도",1982,3
"8700","닭새우류","부산광역시",1982,0
"8701","닭새우류","강원도",1982,2
"8702","닭새우류","충청남도",1982,0
"8703","닭새우류","전라북도",1982,1
"8704","닭새우류","전라남도",1982,3
"8705","닭새우류","경상북도",1982,8
"8706","닭새우류","경상남도",1982,366
"8707","닭새우류","제주도",1982,0
"8708","대하","부산광역시",1982,0
"8709","대하","인천광역시",1982,303
"8710","대하","경기도",1982,26
"8711","대하","충청남도",1982,325
"8712","대하","전라북도",1982,71
"8713","대하","전라남도",1982,186
"8714","대하","경상북도",1982,1
"8715","대하","경상남도",1982,233
"8716","보리새우","부산광역시",1982,1
"8717","보리새우","인천광역시",1982,55
"8718","보리새우","경기도",1982,10
"8719","보리새우","강원도",1982,1
"8720","보리새우","충청남도",1982,7
"8721","보리새우","전라북도",1982,27
"8722","보리새우","전라남도",1982,127
"8723","보리새우","경상북도",1982,13
"8724","보리새우","경상남도",1982,530
"8725","젓새우류","인천광역시",1982,2609
"8726","젓새우류","경기도",1982,4235
"8727","젓새우류","충청남도",1982,1731
"8728","젓새우류","전라북도",1982,360
"8729","젓새우류","전라남도",1982,4880
"8730","젓새우류","경상북도",1982,0
"8731","젓새우류","경상남도",1982,0
"8732","중하","부산광역시",1982,144
"8733","중하","인천광역시",1982,46
"8734","중하","경기도",1982,354
"8735","중하","충청남도",1982,191
"8736","중하","전라북도",1982,25
"8737","중하","전라남도",1982,448
"8738","중하","경상북도",1982,8
"8739","중하","경상남도",1982,5
"8740","기타새우류","부산광역시",1982,1572
"8741","기타새우류","인천광역시",1982,4270
"8742","기타새우류","경기도",1982,1716
"8743","기타새우류","강원도",1982,246
"8744","기타새우류","충청남도",1982,1248
"8745","기타새우류","전라북도",1982,1578
"8746","기타새우류","전라남도",1982,1064
"8747","기타새우류","경상북도",1982,337
"8748","기타새우류","경상남도",1982,652
"8749","기타새우류","제주도",1982,54
"8750","골뱅이","인천광역시",1982,3
"8751","골뱅이","경기도",1982,0
"8752","골뱅이","강원도",1982,243
"8753","골뱅이","충청남도",1982,415
"8754","골뱅이","전라북도",1982,747
"8755","골뱅이","전라남도",1982,12
"8756","골뱅이","경상북도",1982,3906
"8757","골뱅이","경상남도",1982,0
"8758","골뱅이","제주도",1982,0
"8759","굴류","부산광역시",1982,5
"8760","굴류","인천광역시",1982,170
"8761","굴류","경기도",1982,1455
"8762","굴류","강원도",1982,7
"8763","굴류","충청남도",1982,1935
"8764","굴류","전라북도",1982,259
"8765","굴류","전라남도",1982,1984
"8766","굴류","경상북도",1982,1
"8767","굴류","경상남도",1982,2039
"8768","소라고둥","부산광역시",1982,18
"8769","소라고둥","인천광역시",1982,169
"8770","소라고둥","경기도",1982,270
"8771","소라고둥","강원도",1982,4
"8772","소라고둥","충청남도",1982,1256
"8773","소라고둥","전라북도",1982,1016
"8774","소라고둥","전라남도",1982,702
"8775","소라고둥","경상북도",1982,500
"8776","소라고둥","경상남도",1982,325
"8777","소라고둥","제주도",1982,2792
"8778","전복류","부산광역시",1982,12
"8779","전복류","인천광역시",1982,0
"8780","전복류","경기도",1982,15
"8781","전복류","강원도",1982,31
"8782","전복류","충청남도",1982,26
"8783","전복류","전라북도",1982,3
"8784","전복류","전라남도",1982,71
"8785","전복류","경상북도",1982,34
"8786","전복류","경상남도",1982,181
"8787","전복류","제주도",1982,80
"8788","가리비류","부산광역시",1982,2
"8789","가리비류","충청남도",1982,0
"8790","가리비류","전라남도",1982,0
"8791","가리비류","경상북도",1982,0
"8792","가리비류","경상남도",1982,6
"8793","가무락","부산광역시",1982,0
"8794","가무락","인천광역시",1982,216
"8795","가무락","경기도",1982,247
"8796","가무락","충청남도",1982,37
"8797","가무락","전라북도",1982,40
"8798","가무락","전라남도",1982,25
"8799","가무락","경상남도",1982,2
"8800","가무락","제주도",1982,0
"8801","개량조개류","부산광역시",1982,11
"8802","개량조개류","강원도",1982,717
"8803","개량조개류","충청남도",1982,2988
"8804","개량조개류","전라북도",1982,12597
"8805","개량조개류","전라남도",1982,243
"8806","개량조개류","경상북도",1982,33
"8807","개량조개류","경상남도",1982,102
"8808","꼬막","부산광역시",1982,0
"8809","꼬막","인천광역시",1982,0
"8810","꼬막","경기도",1982,4
"8811","꼬막","충청남도",1982,7
"8812","꼬막","전라북도",1982,36
"8813","꼬막","전라남도",1982,307
"8814","꼬막","경상남도",1982,49
"8815","동죽","인천광역시",1982,9808
"8816","동죽","경기도",1982,640
"8817","동죽","충청남도",1982,220
"8818","동죽","전라북도",1982,3834
"8819","동죽","경상남도",1982,1
"8820","맛류","부산광역시",1982,12
"8821","맛류","인천광역시",1982,121
"8822","맛류","경기도",1982,814
"8823","맛류","충청남도",1982,195
"8824","맛류","전라북도",1982,75
"8825","맛류","전라남도",1982,95
"8826","맛류","경상남도",1982,4
"8827","바지락","부산광역시",1982,51
"8828","바지락","인천광역시",1982,546
"8829","바지락","경기도",1982,2474
"8830","바지락","충청남도",1982,8808
"8831","바지락","전라북도",1982,47
"8832","바지락","전라남도",1982,2295
"8833","바지락","경상남도",1982,3669
"8834","백합류","부산광역시",1982,4
"8835","백합류","인천광역시",1982,39
"8836","백합류","경기도",1982,11
"8837","백합류","강원도",1982,356
"8838","백합류","충청남도",1982,94
"8839","백합류","전라북도",1982,449
"8840","백합류","전라남도",1982,49
"8841","백합류","경상북도",1982,531
"8842","백합류","경상남도",1982,3
"8843","새조개","부산광역시",1982,106
"8844","새조개","경기도",1982,18
"8845","새조개","충청남도",1982,65
"8846","새조개","전라북도",1982,114
"8847","새조개","전라남도",1982,3470
"8848","새조개","경상북도",1982,0
"8849","새조개","경상남도",1982,4914
"8850","키조개","부산광역시",1982,12
"8851","키조개","인천광역시",1982,0
"8852","키조개","충청남도",1982,24
"8853","키조개","전라북도",1982,1
"8854","키조개","전라남도",1982,10285
"8855","키조개","경상북도",1982,0
"8856","키조개","경상남도",1982,10
"8857","피조개","부산광역시",1982,2
"8858","피조개","인천광역시",1982,3
"8859","피조개","경기도",1982,19
"8860","피조개","충청남도",1982,88
"8861","피조개","전라북도",1982,8
"8862","피조개","전라남도",1982,79
"8863","피조개","경상남도",1982,199
"8864","홍합류","부산광역시",1982,382
"8865","홍합류","경기도",1982,22
"8866","홍합류","강원도",1982,102
"8867","홍합류","충청남도",1982,3058
"8868","홍합류","전라남도",1982,60
"8869","홍합류","경상북도",1982,22
"8870","홍합류","경상남도",1982,1425
"8871","홍합류","제주도",1982,3
"8872","기타패류","부산광역시",1982,1657
"8873","기타패류","인천광역시",1982,46
"8874","기타패류","경기도",1982,19
"8875","기타패류","강원도",1982,66
"8876","기타패류","충청남도",1982,24
"8877","기타패류","전라북도",1982,184
"8878","기타패류","전라남도",1982,232
"8879","기타패류","경상북도",1982,10
"8880","기타패류","경상남도",1982,1786
"8881","기타패류","제주도",1982,119
"8882","갑오징어류","부산광역시",1982,2141
"8883","갑오징어류","인천광역시",1982,5857
"8884","갑오징어류","경기도",1982,93
"8885","갑오징어류","강원도",1982,283
"8886","갑오징어류","충청남도",1982,1823
"8887","갑오징어류","전라북도",1982,5063
"8888","갑오징어류","전라남도",1982,13734
"8889","갑오징어류","경상북도",1982,478
"8890","갑오징어류","경상남도",1982,2247
"8891","갑오징어류","제주도",1982,155
"8892","문어류","부산광역시",1982,250
"8893","문어류","인천광역시",1982,0
"8894","문어류","강원도",1982,1334
"8895","문어류","충청남도",1982,59
"8896","문어류","전라남도",1982,1350
"8897","문어류","경상북도",1982,1226
"8898","문어류","경상남도",1982,794
"8899","문어류","제주도",1982,302
"8900","주꾸미","부산광역시",1982,0
"8901","주꾸미","인천광역시",1982,110
"8902","주꾸미","경기도",1982,438
"8903","주꾸미","강원도",1982,0
"8904","주꾸미","충청남도",1982,670
"8905","주꾸미","전라북도",1982,811
"8906","주꾸미","전라남도",1982,360
"8907","주꾸미","경상북도",1982,0
"8908","주꾸미","경상남도",1982,1098
"8909","살오징어(오징어)","부산광역시",1982,4623
"8910","살오징어(오징어)","인천광역시",1982,1912
"8911","살오징어(오징어)","경기도",1982,160
"8912","살오징어(오징어)","강원도",1982,14544
"8913","살오징어(오징어)","충청남도",1982,1473
"8914","살오징어(오징어)","전라북도",1982,3948
"8915","살오징어(오징어)","전라남도",1982,5105
"8916","살오징어(오징어)","경상북도",1982,19485
"8917","살오징어(오징어)","경상남도",1982,2087
"8918","살오징어(오징어)","제주도",1982,588
"8919","기타연체동물류","부산광역시",1982,1590
"8920","기타연체동물류","인천광역시",1982,2856
"8921","기타연체동물류","경기도",1982,181
"8922","기타연체동물류","강원도",1982,635
"8923","기타연체동물류","충청남도",1982,938
"8924","기타연체동물류","전라북도",1982,1126
"8925","기타연체동물류","전라남도",1982,3465
"8926","기타연체동물류","경상북도",1982,123
"8927","기타연체동물류","경상남도",1982,2883
"8928","기타연체동물류","제주도",1982,0
"8929","성게류","부산광역시",1982,387
"8930","성게류","경기도",1982,37
"8931","성게류","강원도",1982,1151
"8932","성게류","전라남도",1982,149
"8933","성게류","경상북도",1982,2099
"8934","성게류","경상남도",1982,1313
"8935","성게류","제주도",1982,429
"8936","우렁쉥이","부산광역시",1982,110
"8937","우렁쉥이","경기도",1982,1
"8938","우렁쉥이","강원도",1982,235
"8939","우렁쉥이","전라남도",1982,336
"8940","우렁쉥이","경상북도",1982,31
"8941","우렁쉥이","경상남도",1982,433
"8942","우렁쉥이","제주도",1982,0
"8943","해삼","부산광역시",1982,354
"8944","해삼","인천광역시",1982,0
"8945","해삼","경기도",1982,20
"8946","해삼","강원도",1982,441
"8947","해삼","충청남도",1982,97
"8948","해삼","전라북도",1982,6
"8949","해삼","전라남도",1982,162
"8950","해삼","경상북도",1982,234
"8951","해삼","경상남도",1982,2330
"8952","해삼","제주도",1982,34
"8953","기타수산동물류","부산광역시",1982,2421
"8954","기타수산동물류","인천광역시",1982,317
"8955","기타수산동물류","경기도",1982,74
"8956","기타수산동물류","강원도",1982,21
"8957","기타수산동물류","충청남도",1982,364
"8958","기타수산동물류","전라북도",1982,66
"8959","기타수산동물류","전라남도",1982,689
"8960","기타수산동물류","경상북도",1982,130
"8961","기타수산동물류","경상남도",1982,3338
"8962","기타수산동물류","제주도",1982,12
"8963","김류","부산광역시",1982,0
"8964","김류","경기도",1982,4
"8965","김류","강원도",1982,13
"8966","김류","충청남도",1982,21
"8967","김류","전라북도",1982,0
"8968","김류","전라남도",1982,119
"8969","김류","경상북도",1982,8
"8970","김류","경상남도",1982,8
"8971","꼬시래기류","충청남도",1982,3
"8972","꼬시래기류","전라남도",1982,7
"8973","꼬시래기류","경상남도",1982,0
"8974","다시마류","강원도",1982,517
"8975","다시마류","전라남도",1982,2
"8976","다시마류","경상북도",1982,235
"8977","다시마류","경상남도",1982,7
"8978","다시마류","제주도",1982,0
"8979","도박류","부산광역시",1982,1
"8980","도박류","강원도",1982,1
"8981","도박류","전라남도",1982,32
"8982","도박류","경상북도",1982,0
"8983","도박류","경상남도",1982,1042
"8984","도박류","제주도",1982,86
"8985","모자반(말)류","충청남도",1982,226
"8986","모자반(말)류","전라남도",1982,214
"8987","모자반(말)류","경상북도",1982,0
"8988","모자반(말)류","경상남도",1982,1854
"8989","모자반(말)류","제주도",1982,77
"8990","미역류","부산광역시",1982,22
"8991","미역류","경기도",1982,34
"8992","미역류","강원도",1982,1304
"8993","미역류","충청남도",1982,60
"8994","미역류","전라남도",1982,789
"8995","미역류","경상북도",1982,1448
"8996","미역류","경상남도",1982,2413
"8997","미역류","제주도",1982,121
"8998","우뭇가사리","부산광역시",1982,71
"8999","우뭇가사리","경기도",1982,0
"9000","우뭇가사리","강원도",1982,231
"9001","우뭇가사리","충청남도",1982,7
"9002","우뭇가사리","전라남도",1982,1013
"9003","우뭇가사리","경상북도",1982,334
"9004","우뭇가사리","경상남도",1982,3446
"9005","우뭇가사리","제주도",1982,2264
"9006","기타가사리","경기도",1982,1
"9007","기타가사리","충청남도",1982,2
"9008","기타가사리","전라남도",1982,295
"9009","기타가사리","경상북도",1982,0
"9010","기타가사리","경상남도",1982,67
"9011","기타가사리","제주도",1982,15
"9012","청각","강원도",1982,304
"9013","청각","충청남도",1982,7
"9014","청각","전라북도",1982,0
"9015","청각","전라남도",1982,39
"9016","청각","경상북도",1982,105
"9017","청각","경상남도",1982,1294
"9018","청각","제주도",1982,43
"9019","톳","충청남도",1982,7
"9020","톳","전라북도",1982,0
"9021","톳","전라남도",1982,11608
"9022","톳","경상북도",1982,0
"9023","톳","경상남도",1982,2009
"9024","톳","제주도",1982,6225
"9025","파래류","부산광역시",1982,30
"9026","파래류","경기도",1982,3
"9027","파래류","강원도",1982,4
"9028","파래류","충청남도",1982,94
"9029","파래류","전라북도",1982,0
"9030","파래류","전라남도",1982,495
"9031","파래류","경상북도",1982,1
"9032","파래류","경상남도",1982,1480
"9033","파래류","제주도",1982,52
"9034","기타해조류","부산광역시",1982,17
"9035","기타해조류","경기도",1982,1
"9036","기타해조류","강원도",1982,7
"9037","기타해조류","충청남도",1982,15
"9038","기타해조류","전라남도",1982,270
"9039","기타해조류","경상북도",1982,220
"9040","기타해조류","경상남도",1982,273
"9041","기타해조류","제주도",1982,2979
"9042","가오리류","부산광역시",1983,1860
"9043","가오리류","인천광역시",1983,5219
"9044","가오리류","경기도",1983,391
"9045","가오리류","강원도",1983,47
"9046","가오리류","충청남도",1983,365
"9047","가오리류","전라북도",1983,511
"9048","가오리류","전라남도",1983,1845
"9049","가오리류","경상북도",1983,4506
"9050","가오리류","경상남도",1983,1468
"9051","가오리류","제주도",1983,106
"9052","가자미류","부산광역시",1983,7944
"9053","가자미류","인천광역시",1983,1816
"9054","가자미류","경기도",1983,35
"9055","가자미류","강원도",1983,1000
"9056","가자미류","충청남도",1983,152
"9057","가자미류","전라북도",1983,275
"9058","가자미류","전라남도",1983,1278
"9059","가자미류","경상북도",1983,2246
"9060","가자미류","경상남도",1983,7796
"9061","가자미류","제주도",1983,7
"9062","갈치","부산광역시",1983,20349
"9063","갈치","인천광역시",1983,32380
"9064","갈치","경기도",1983,6
"9065","갈치","강원도",1983,0
"9066","갈치","충청남도",1983,6003
"9067","갈치","전라북도",1983,20523
"9068","갈치","전라남도",1983,45634
"9069","갈치","경상북도",1983,44
"9070","갈치","경상남도",1983,26309
"9071","갈치","제주도",1983,1385
"9072","강달이류","부산광역시",1983,11337
"9073","강달이류","인천광역시",1983,8557
"9074","강달이류","경기도",1983,0
"9075","강달이류","충청남도",1983,284
"9076","강달이류","전라북도",1983,496
"9077","강달이류","전라남도",1983,7475
"9078","강달이류","경상남도",1983,10795
"9079","강달이류","제주도",1983,69
"9080","고등어","부산광역시",1983,106280
"9081","고등어","인천광역시",1983,134
"9082","고등어","경기도",1983,0
"9083","고등어","강원도",1983,310
"9084","고등어","충청남도",1983,29
"9085","고등어","전라북도",1983,155
"9086","고등어","전라남도",1983,2427
"9087","고등어","경상북도",1983,873
"9088","고등어","경상남도",1983,12121
"9089","고등어","제주도",1983,554
"9090","꽁치","부산광역시",1983,31
"9091","꽁치","강원도",1983,837
"9092","꽁치","충청남도",1983,0
"9093","꽁치","전라북도",1983,0
"9094","꽁치","전라남도",1983,6
"9095","꽁치","경상북도",1983,3327
"9096","꽁치","경상남도",1983,396
"9097","학공치","부산광역시",1983,0
"9098","학공치","인천광역시",1983,0
"9099","학공치","경기도",1983,26
"9100","학공치","강원도",1983,139
"9101","학공치","충청남도",1983,41
"9102","학공치","전라북도",1983,44
"9103","학공치","전라남도",1983,175
"9104","학공치","경상북도",1983,557
"9105","학공치","경상남도",1983,522
"9106","학공치","제주도",1983,12
"9107","넙치류","부산광역시",1983,489
"9108","넙치류","인천광역시",1983,478
"9109","넙치류","경기도",1983,37
"9110","넙치류","강원도",1983,241
"9111","넙치류","충청남도",1983,38
"9112","넙치류","전라북도",1983,218
"9113","넙치류","전라남도",1983,222
"9114","넙치류","경상북도",1983,114
"9115","넙치류","경상남도",1983,2472
"9116","넙치류","제주도",1983,3
"9117","노가리","부산광역시",1983,45
"9118","노가리","강원도",1983,33162
"9119","노가리","경상북도",1983,15837
"9120","노가리","경상남도",1983,7223
"9121","농어류","부산광역시",1983,27
"9122","농어류","인천광역시",1983,69
"9123","농어류","경기도",1983,36
"9124","농어류","강원도",1983,0
"9125","농어류","충청남도",1983,132
"9126","농어류","전라북도",1983,38
"9127","농어류","전라남도",1983,559
"9128","농어류","경상북도",1983,15
"9129","농어류","경상남도",1983,281
"9130","농어류","제주도",1983,19
"9131","눈볼대","부산광역시",1983,924
"9132","눈볼대","강원도",1983,13
"9133","눈볼대","전라남도",1983,195
"9134","눈볼대","경상북도",1983,2
"9135","눈볼대","경상남도",1983,80
"9136","눈볼대","제주도",1983,2
"9137","능성어","부산광역시",1983,0
"9138","능성어","충청남도",1983,5
"9139","능성어","전라북도",1983,6
"9140","능성어","전라남도",1983,12
"9141","능성어","경상북도",1983,13
"9142","능성어","경상남도",1983,0
"9143","능성어","제주도",1983,25
"9144","기타다랑어류","부산광역시",1983,0
"9145","기타다랑어류","강원도",1983,33
"9146","기타다랑어류","전라남도",1983,1
"9147","기타다랑어류","경상북도",1983,1392
"9148","기타다랑어류","경상남도",1983,41
"9149","기타다랑어류","제주도",1983,388
"9150","도루묵","부산광역시",1983,775
"9151","도루묵","강원도",1983,1187
"9152","도루묵","전라남도",1983,0
"9153","도루묵","경상북도",1983,4238
